"Creditability","Account.Balance","Duration.of.Credit..month","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex.Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age.years","Current.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
0,4,12,4,4,1493,2,2,4,1,3,3,2,34,2,2,1,2,2,1,2
1,1,42,3,4,4370,2,4,3,4,3,2,1,26,1,2,2,2,2,2,2
1,1,18,4,0,750,2,5,4,1,3,1,3,27,2,2,1,3,1,1,2
0,3,15,4,5,1308,2,1,4,4,3,4,2,38,2,2,2,4,1,1,2
1,4,15,4,0,4623,3,3,3,4,3,2,1,40,2,2,1,1,1,2,2
0,4,24,2,4,1851,2,4,4,3,2,2,2,33,2,2,2,2,1,2,2
0,1,18,2,4,1880,2,4,4,3,3,1,1,32,2,2,2,1,1,2,2
1,4,36,3,1,7980,5,2,4,4,3,4,2,27,2,3,2,2,1,2,2
0,1,30,5,7,4583,2,3,2,2,2,2,3,32,2,2,2,2,1,1,2
1,4,12,4,2,1386,4,3,2,1,3,2,1,26,2,2,1,2,1,1,2
1,2,24,4,2,947,2,4,4,4,3,3,4,38,1,1,1,2,2,1,2
1,1,12,4,0,684,2,3,4,4,3,4,2,40,2,3,1,4,2,1,2
0,1,48,4,0,7476,2,4,4,4,3,1,4,50,2,1,1,1,1,2,2
1,3,12,4,7,1922,2,3,4,4,3,2,1,37,2,2,1,4,1,1,2
1,1,24,4,2,2303,2,1,4,4,1,1,3,45,2,2,1,2,1,1,2
1,3,36,3,2,8086,3,1,2,4,3,4,2,42,2,2,4,1,1,2,2
0,4,24,2,3,2346,2,4,4,4,3,3,2,35,2,2,2,2,1,2,2
0,1,14,4,2,3973,2,5,1,4,3,4,4,22,2,1,1,2,1,1,2
1,3,12,4,2,888,2,1,4,4,3,4,2,41,1,2,1,4,2,1,2
0,4,48,4,4,10222,5,4,4,4,3,3,2,37,3,2,1,2,1,2,2
0,3,30,5,1,4221,2,3,2,1,3,1,2,28,2,2,2,2,1,1,2
0,3,18,2,7,6361,2,1,2,4,3,1,4,41,2,2,1,2,1,2,2
0,2,12,4,4,1297,2,3,3,3,3,4,3,23,2,3,1,2,1,1,2
1,1,12,4,2,900,5,3,4,3,3,2,2,23,2,2,1,2,1,1,2
0,4,21,4,7,2241,2,1,4,4,3,2,3,50,2,2,2,2,1,1,2
0,3,6,3,7,1050,2,5,4,4,3,1,1,35,3,2,2,1,1,2,2
0,2,6,2,0,1047,2,3,2,1,3,4,1,50,2,2,1,4,1,1,2
0,4,24,2,6,6314,2,5,4,4,1,2,4,27,1,2,2,1,1,2,2
0,3,30,1,7,3496,1,3,4,4,3,2,2,34,3,2,1,2,2,2,2
0,4,48,1,1,3609,2,3,1,1,3,1,3,27,3,2,1,2,1,1,2
1,1,12,2,2,4843,2,1,3,4,1,4,1,43,2,3,2,2,1,2,2
0,2,30,2,4,3017,2,1,4,4,3,4,1,47,2,2,1,2,1,1,2
0,4,24,2,1,4139,3,3,3,4,3,3,1,27,2,2,2,4,1,2,2
0,4,36,4,1,5742,3,4,2,4,3,2,2,31,2,2,2,2,1,2,2
0,4,60,4,2,10366,2,1,2,4,3,4,1,42,2,2,1,1,1,2,2
0,4,6,2,2,2080,4,3,1,3,3,2,2,24,2,2,1,2,1,1,2
1,4,21,3,1,2580,4,2,4,4,3,2,3,41,1,2,1,4,2,1,2
0,4,30,2,4,4530,2,4,4,1,3,4,2,26,2,3,1,1,1,2,2
0,4,24,2,7,5150,2,1,4,4,3,4,2,33,2,2,1,2,1,2,2
1,3,72,4,4,5595,3,3,2,3,3,2,2,24,2,2,1,2,1,1,2
0,1,24,4,4,2384,2,1,4,4,3,4,3,64,1,3,1,4,1,1,2
0,4,18,4,4,1453,2,2,3,1,3,1,3,26,2,2,1,2,1,1,2
0,4,6,4,0,1538,2,2,1,1,3,2,4,56,2,2,1,2,1,1,2
0,4,12,4,4,2279,5,3,4,4,3,4,4,37,2,1,1,2,1,2,2
0,4,15,3,4,1478,2,3,4,3,3,3,3,33,1,2,2,2,1,1,2
0,4,24,2,4,5103,2,2,3,3,3,3,4,47,2,1,3,2,1,2,2
0,3,36,3,1,9857,3,4,1,4,3,3,1,31,2,2,2,4,2,2,2
0,4,60,4,2,6527,5,3,4,4,3,4,4,34,2,1,1,2,2,2,2
0,2,10,2,4,1347,5,4,4,4,3,2,1,27,2,2,2,2,1,2,2
0,3,36,3,2,2862,3,1,4,4,3,3,4,30,2,1,1,2,1,1,2
0,4,9,4,4,2753,3,1,3,4,1,4,2,35,2,2,1,2,1,2,2
0,1,12,4,2,3651,1,3,1,4,3,3,1,31,2,2,1,2,2,1,2
0,1,15,2,7,975,2,3,2,2,3,3,1,25,2,2,2,2,1,1,2
0,3,15,4,5,2631,3,3,3,1,3,2,3,25,2,2,1,4,1,1,2
0,3,24,4,4,2896,3,2,2,4,3,1,2,29,2,2,1,2,1,1,2
0,1,6,2,2,4716,5,2,1,4,3,3,3,44,2,2,2,4,2,1,2
0,4,24,4,4,2284,2,4,4,4,3,2,2,28,2,2,1,2,1,2,2
0,4,6,4,3,1236,4,3,2,4,3,4,1,50,2,3,1,2,1,1,2
0,3,12,4,4,1103,2,4,4,4,2,3,3,29,2,2,2,2,1,1,1
0,4,12,2,2,926,2,5,1,1,3,2,1,38,2,2,1,3,1,1,2
0,4,18,2,4,1800,2,3,4,4,3,2,2,24,2,2,2,2,1,1,2
0,2,15,4,0,1905,2,1,4,4,3,4,2,40,2,3,1,1,1,2,2
1,4,12,4,7,1123,4,3,4,1,3,4,2,29,2,3,1,4,1,1,2
1,1,48,2,3,6331,2,1,4,4,3,4,4,46,2,1,2,2,1,2,2
0,2,24,4,4,1377,3,1,4,1,3,2,4,47,2,1,1,2,1,2,2
0,3,30,3,1,2503,3,1,4,4,3,2,1,41,3,2,2,2,1,1,2
0,3,27,4,1,2528,2,2,4,1,3,1,1,32,2,2,1,2,2,2,2
0,4,15,4,2,5324,4,1,1,1,3,4,4,35,2,1,1,2,1,1,2
1,3,48,4,2,6560,3,4,3,4,3,2,1,24,2,2,1,2,1,1,2
1,3,12,5,7,2969,2,2,4,1,3,3,1,25,2,3,2,2,1,1,2
0,3,9,4,4,1206,2,1,4,1,3,4,3,25,2,2,1,2,1,1,2
0,3,9,4,4,2118,2,3,2,4,3,2,3,37,2,2,1,4,2,1,2
0,4,18,2,4,629,4,1,4,4,3,3,1,32,1,2,2,1,1,2,2
1,1,6,1,0,1198,2,1,4,1,3,4,4,35,2,1,1,2,1,1,2
0,4,21,4,3,2476,5,1,4,4,3,4,3,46,2,2,1,1,1,2,2
0,1,9,2,4,1138,2,3,4,4,3,4,3,25,2,2,2,4,1,1,2
1,3,60,4,2,14027,2,4,4,4,3,2,4,27,2,2,1,1,1,2,2
0,4,30,2,3,7596,5,1,1,4,3,4,2,63,2,2,2,2,1,1,2
0,4,30,2,4,3077,5,1,3,4,3,2,2,40,2,2,2,2,2,2,2
0,4,18,4,4,1505,2,3,4,4,3,2,4,32,2,1,1,1,1,2,2
0,2,24,2,4,3148,5,3,3,4,3,2,2,31,2,2,2,2,1,2,2
0,3,20,5,3,6148,3,1,3,3,3,4,2,31,1,2,2,2,1,2,2
1,2,9,5,4,1337,2,2,4,4,3,2,2,34,2,2,2,1,1,2,2
1,3,6,1,0,433,1,2,4,1,3,2,1,24,1,3,1,2,2,1,2
1,1,12,4,2,1228,2,3,4,1,3,2,3,24,2,2,1,4,1,1,2
0,3,9,4,4,790,4,3,4,1,3,3,3,66,2,2,1,4,1,1,2
1,4,27,4,2,2570,2,3,3,1,3,3,3,21,2,3,1,2,1,1,2
0,4,6,2,2,250,1,3,2,1,3,2,3,41,1,2,2,4,1,1,2
0,4,15,2,4,1316,4,3,2,3,3,2,1,47,2,2,2,4,1,1,2
1,1,18,4,4,1882,2,3,4,1,3,4,2,25,1,3,2,2,1,1,2
1,3,48,1,1,6416,2,1,4,1,3,3,4,59,2,3,1,2,1,1,2
0,2,24,2,1,1275,1,3,2,2,3,4,3,36,2,2,2,2,1,2,2
0,3,24,3,4,6403,2,2,1,4,3,2,2,33,2,2,1,2,1,1,2
1,1,24,4,4,1987,2,3,2,4,3,4,3,21,2,3,1,4,2,1,2
0,3,8,4,4,760,2,4,4,1,2,2,3,44,2,2,1,4,1,1,2
0,4,24,4,3,2603,1,3,2,1,3,4,2,28,2,3,1,2,1,2,2
0,4,4,2,2,3380,2,4,1,1,3,1,3,37,2,2,1,2,2,1,2
0,3,36,1,8,3990,5,2,3,1,3,2,4,29,1,2,1,3,1,1,2
1,3,24,4,3,11560,2,3,1,1,3,4,2,23,2,3,2,1,1,1,2
0,1,18,4,2,4380,3,3,3,4,3,4,2,35,2,2,1,4,2,2,2
0,4,6,2,2,6761,2,4,1,4,3,3,4,45,2,2,2,1,2,2,2
1,3,30,5,1,4280,3,3,4,1,3,4,2,26,2,3,2,4,1,1,2
0,1,24,1,2,2325,3,4,2,4,3,3,2,32,1,2,1,2,1,1,2
0,3,10,1,4,1048,2,3,4,4,3,4,3,23,3,2,1,4,1,1,2
0,4,21,4,4,3160,5,1,4,4,3,3,1,41,2,2,1,2,1,2,2
0,1,24,1,7,2483,4,3,4,4,3,4,3,22,3,2,1,2,1,2,2
0,1,39,2,7,14179,5,4,4,4,3,4,1,30,2,2,2,1,1,2,2
0,1,13,2,1,1797,2,2,3,4,3,1,1,28,1,2,2,4,1,1,2
0,1,15,4,2,2511,2,5,1,1,3,4,2,23,2,3,1,2,1,1,2
1,1,12,4,2,1274,2,2,3,1,3,1,3,37,2,2,1,4,1,1,2
0,4,21,4,3,5248,5,3,1,4,3,3,2,26,2,2,1,2,1,1,2
0,4,15,4,3,3029,2,4,2,4,3,2,2,33,2,2,1,2,1,1,2
0,1,6,4,7,428,2,1,2,1,3,1,1,49,1,2,1,2,1,2,2
1,1,18,4,2,976,2,2,1,1,3,2,2,23,2,2,1,4,1,1,2
0,3,12,4,1,841,3,4,2,1,3,4,3,23,2,3,1,4,1,1,2
0,4,30,2,4,5771,2,4,4,1,3,2,2,25,2,2,2,2,1,1,2
1,4,12,3,5,1555,1,1,4,4,3,4,4,55,2,1,2,2,2,1,2
1,1,24,4,2,1285,5,4,4,1,3,4,4,32,2,3,1,2,1,1,2
0,2,6,2,2,1299,2,3,1,4,3,1,3,74,2,2,3,3,2,1,1
1,2,15,2,4,1271,5,3,3,4,3,4,4,39,2,1,2,2,1,2,2
0,4,24,4,2,1393,2,3,2,4,2,2,3,31,2,2,1,2,1,2,2
1,1,12,2,2,691,2,1,4,4,3,3,1,35,2,2,2,2,1,1,2
0,4,15,2,2,5045,5,1,1,1,3,4,2,59,2,2,1,2,1,2,2
1,1,18,2,7,2124,2,3,4,1,3,4,3,24,2,3,2,2,1,1,2
0,1,12,4,4,2214,2,3,4,4,3,3,1,24,2,2,1,4,1,1,2
1,4,21,2,2,12680,5,1,4,4,3,4,4,30,2,1,1,1,1,2,2
0,4,24,2,2,2463,3,4,4,3,3,3,1,27,2,2,2,2,1,2,2
0,3,12,4,4,1155,2,1,3,3,2,3,3,40,1,2,2,4,1,1,2
1,1,30,4,7,3108,2,2,2,2,3,4,1,31,2,2,1,4,1,1,2
0,4,10,4,3,2901,5,2,1,1,3,4,3,31,2,3,1,2,1,1,2
0,3,12,2,7,3617,2,1,1,4,3,4,2,28,2,3,3,2,1,2,2
0,4,12,2,4,1655,2,1,2,4,3,4,3,63,2,2,2,4,1,2,2
0,1,24,4,3,2812,5,1,2,1,3,4,3,26,2,3,1,2,1,1,2
1,1,36,2,0,8065,2,3,3,1,3,2,4,25,2,2,2,1,1,2,2
0,4,21,2,3,3275,2,1,1,4,3,4,2,36,2,2,1,1,1,2,2
0,4,24,2,4,2223,3,1,4,4,3,4,1,52,1,2,2,2,1,1,2
0,2,12,2,2,1480,4,5,2,4,3,4,4,66,1,1,3,3,1,1,2
1,1,24,4,2,1371,5,3,4,1,3,4,3,25,2,3,1,2,1,1,2
0,4,36,2,2,3535,2,4,4,4,3,4,2,37,2,2,2,2,1,2,2
0,1,18,4,4,3509,2,4,4,1,2,1,3,25,2,2,1,2,1,1,2
0,4,36,2,3,5711,1,1,4,4,3,2,2,38,2,2,2,1,1,2,2
0,3,18,4,5,3872,2,5,2,1,3,4,2,67,2,2,1,2,1,2,2
1,3,39,2,4,4933,2,4,2,4,2,2,3,25,2,2,2,2,1,1,2
0,4,24,2,2,1940,1,1,4,4,3,4,3,60,2,2,1,2,1,2,2
0,3,12,5,9,1410,2,3,2,4,3,2,3,31,2,2,1,4,1,2,2
1,3,12,4,2,836,3,2,4,1,3,2,1,23,1,2,1,4,1,1,2
0,3,20,4,3,6468,5,5,1,2,3,4,3,60,2,2,1,1,1,2,2
0,3,18,4,1,1941,1,3,4,4,3,2,1,35,2,2,1,4,1,2,2
0,4,22,4,4,2675,4,1,3,4,3,4,2,40,2,2,1,2,1,1,2
0,4,48,2,3,2751,5,1,4,4,3,3,2,38,2,2,2,2,2,2,2
1,3,48,3,0,6224,2,1,4,4,3,4,4,50,2,1,1,2,1,1,2
1,1,40,2,0,5998,2,3,4,4,3,3,4,27,1,2,1,2,1,2,2
1,3,21,4,1,1188,2,1,2,1,3,4,1,39,2,2,1,2,2,1,2
0,4,24,4,3,6313,5,1,3,4,3,4,2,41,2,2,1,1,2,2,2
0,4,6,2,7,1221,5,3,1,3,3,2,1,27,2,2,2,2,1,1,2
0,2,24,4,7,2892,2,1,3,2,3,4,4,51,2,1,1,2,1,1,2
0,4,24,4,7,3062,4,1,4,4,3,3,4,32,2,3,1,2,1,2,2
0,4,9,4,7,2301,3,2,2,1,3,4,1,22,2,3,1,2,1,1,2
1,1,18,4,3,7511,5,1,1,4,3,4,1,51,2,1,1,2,2,2,2
0,4,12,2,7,1258,2,2,2,1,3,4,1,22,2,3,2,4,1,1,2
0,4,24,3,2,717,5,1,4,3,3,4,2,54,2,2,2,2,1,2,2
0,3,9,4,2,1549,5,2,4,4,3,2,3,35,2,2,1,3,1,1,2
0,4,24,2,0,1597,2,1,4,4,3,4,4,54,2,1,2,2,2,1,2
0,3,18,2,4,1795,2,1,3,1,2,4,3,48,1,3,2,4,1,2,2
0,1,20,2,7,4272,2,1,1,1,3,4,1,24,2,2,2,2,1,1,2
0,4,12,2,4,976,5,1,4,4,3,4,2,35,2,2,2,2,1,1,2
0,3,12,4,2,7472,5,5,1,1,3,2,3,24,2,3,1,3,1,1,2
1,1,36,4,2,9271,2,4,2,4,3,1,2,24,2,2,1,2,1,2,2
0,3,6,4,4,590,2,2,3,3,3,3,3,26,2,2,1,4,1,1,1
0,4,12,2,4,930,5,1,4,4,3,4,3,65,2,2,4,2,1,1,2
0,3,42,1,3,9283,2,5,1,4,3,2,4,55,1,1,1,1,1,2,2
1,3,15,5,2,1778,2,2,2,1,3,1,3,26,2,3,2,3,1,1,2
0,3,8,4,1,907,2,2,3,3,3,2,3,26,2,2,1,2,1,2,2
0,3,6,4,4,484,2,4,3,3,2,3,3,28,1,2,1,4,1,1,2
1,1,36,2,3,9629,2,4,4,4,3,4,2,24,2,2,2,2,1,2,2
1,1,48,4,8,3051,2,3,3,4,3,4,2,54,2,2,1,2,1,1,2
1,1,48,4,2,3931,2,4,4,4,3,4,4,46,2,1,1,2,2,1,2
0,3,36,3,2,7432,2,3,2,1,3,2,1,54,2,3,1,2,1,1,2
0,4,6,4,8,1338,4,3,1,2,3,4,3,62,2,2,1,2,1,1,2
0,4,6,2,4,1554,2,4,1,1,3,2,2,24,2,3,2,2,1,2,2
0,1,36,4,6,15857,2,5,2,2,1,3,2,43,2,2,1,1,1,1,2
1,1,18,4,4,1345,2,3,4,3,3,3,3,26,1,2,1,2,1,1,2
0,4,12,4,2,1101,2,3,3,3,3,2,3,27,2,2,2,2,1,2,2
0,2,12,4,4,3016,2,3,3,3,3,1,2,24,2,2,1,2,1,1,2
1,1,36,4,7,2712,2,1,2,4,3,2,1,41,1,2,1,2,2,1,2
0,1,8,2,2,731,2,1,4,4,3,4,3,47,2,2,2,4,1,1,2
0,4,18,2,7,3780,2,2,3,2,3,2,2,35,2,2,2,1,1,2,2
0,1,21,2,2,1602,2,1,4,3,3,3,2,30,2,2,2,2,1,2,2
1,1,18,2,2,3966,2,1,1,1,3,4,3,33,1,3,3,2,1,2,2
1,4,18,5,1,4165,2,3,2,4,3,2,2,36,3,2,2,2,2,1,2
1,1,36,4,3,8335,5,1,3,4,3,4,4,47,2,1,1,2,1,1,2
0,3,48,3,1,6681,5,3,4,4,3,4,4,38,2,1,1,2,2,2,2
0,4,24,3,1,2375,4,3,4,4,3,2,2,44,2,2,2,2,2,2,2
1,1,18,4,2,1216,2,2,4,1,3,3,2,23,2,3,1,2,1,2,2
1,1,45,5,1,11816,2,1,2,4,3,4,2,29,2,3,2,2,1,1,2
0,3,24,4,4,5084,5,1,2,1,3,4,2,42,2,2,1,2,1,2,2
1,2,15,4,4,2327,2,2,2,1,3,3,3,25,2,2,1,4,1,1,2
1,1,12,5,2,1082,2,3,4,4,3,4,2,48,1,2,2,2,1,1,2
0,4,12,4,4,886,5,3,4,1,3,2,2,21,2,2,1,2,1,1,2
0,4,4,4,7,601,2,2,1,1,3,3,3,23,2,3,1,4,2,1,2
0,1,24,2,3,2957,2,1,4,4,3,4,1,63,2,2,2,2,1,2,2
0,4,24,2,4,2611,2,1,4,3,1,3,3,46,2,2,2,2,1,1,2
1,1,36,4,7,5179,2,4,4,4,3,2,1,29,2,2,1,2,1,1,2
0,4,21,3,3,2993,2,3,3,4,3,2,3,28,3,2,2,4,1,1,2
1,4,18,4,5,1943,2,2,4,1,3,4,3,23,2,2,1,2,1,1,2
0,4,24,1,1,1559,2,4,4,4,3,4,2,50,1,2,1,2,1,2,2
0,4,18,4,7,3422,2,1,4,4,3,4,1,47,1,2,3,2,2,2,2
0,3,21,4,7,3976,5,4,2,4,3,3,2,35,2,2,1,2,1,2,2
1,4,18,4,2,6761,5,3,2,4,3,4,2,68,2,3,2,2,1,1,2
0,4,24,4,2,1249,2,2,4,3,3,2,3,28,2,2,1,2,1,1,2
0,1,9,4,4,1364,2,4,3,4,3,4,3,59,2,2,1,2,1,1,2
1,1,12,4,4,709,2,1,4,4,3,4,3,57,3,2,1,4,1,1,2
1,1,20,2,2,2235,2,3,4,3,2,2,1,33,1,3,2,2,1,1,1
0,4,24,2,3,4042,5,4,3,4,3,4,1,43,2,2,2,2,1,2,2
0,4,15,2,4,1471,2,3,4,4,3,4,4,35,2,1,2,2,1,2,2
1,1,18,1,2,1442,2,4,4,4,3,4,4,32,2,1,2,4,2,1,2
0,4,36,3,2,10875,2,1,2,4,3,2,2,45,2,2,2,2,2,2,2
0,4,24,4,2,1474,3,2,4,3,3,3,3,33,2,2,1,2,1,2,2
0,4,10,4,9,894,5,4,4,1,3,3,1,40,2,2,1,2,1,2,2
0,4,15,2,7,3343,2,3,4,4,3,2,4,28,2,1,1,2,1,2,2
1,1,15,4,2,3959,2,3,3,1,3,2,1,29,2,2,1,2,1,2,2
0,4,9,4,2,3577,3,3,1,4,2,2,3,26,2,3,1,2,2,1,1
0,4,24,2,3,5804,1,3,4,4,3,2,3,27,2,2,2,2,1,1,2
1,4,18,3,1,2169,2,3,4,3,3,2,2,28,2,2,1,2,1,2,2
1,1,24,4,4,2439,2,2,4,1,3,4,3,35,2,2,1,2,1,2,2
0,4,27,2,7,4526,1,2,4,4,3,2,3,32,3,2,2,4,2,2,2
1,4,10,4,7,2210,2,3,2,4,3,2,3,25,1,3,1,4,1,1,2
0,4,15,4,7,2221,4,3,2,1,3,4,2,20,2,3,1,2,1,1,2
0,1,18,4,4,2389,2,2,4,1,3,1,2,27,3,2,1,2,1,1,2
0,4,12,2,7,3331,2,1,2,4,3,4,1,42,3,2,1,2,1,1,2
0,4,36,4,1,7409,5,1,3,4,3,2,1,37,2,2,2,2,1,1,2
0,1,12,4,7,652,2,1,4,1,3,4,1,24,2,3,1,2,1,1,2
0,4,36,3,7,7678,4,4,2,1,3,4,2,40,2,2,2,2,1,2,2
0,2,6,2,2,1343,2,1,1,4,3,4,3,46,2,2,2,2,2,1,1
0,1,24,2,1,1382,3,4,4,4,3,1,3,26,2,2,2,2,1,2,2
0,4,15,4,8,874,5,2,4,1,3,1,3,24,2,2,1,2,1,1,2
0,1,12,4,7,3590,2,3,2,4,1,2,1,29,2,2,1,4,2,1,2
0,3,11,2,2,1322,1,3,4,1,3,4,2,40,2,2,2,2,1,1,2
0,1,18,1,4,1940,2,2,3,4,1,4,4,36,1,1,1,1,1,2,2
0,4,36,4,4,3595,2,1,4,4,3,2,2,28,2,2,1,2,1,1,2
1,1,9,4,2,1422,2,2,3,4,3,2,4,27,2,1,1,1,1,2,2
0,4,30,2,4,6742,5,4,2,4,3,3,1,36,2,2,2,2,1,1,2
0,4,24,4,3,7814,2,4,3,4,3,3,2,38,2,2,1,1,1,2,2
0,4,24,4,3,9277,5,3,2,2,3,4,4,48,2,1,1,2,1,2,2
0,3,30,2,2,2181,5,1,4,4,3,4,3,36,2,2,2,2,1,1,2
0,4,18,2,4,1098,2,5,4,1,3,4,2,65,2,2,2,3,1,1,2
1,3,24,4,7,4057,2,4,3,2,3,3,2,43,2,2,1,2,1,2,2
1,1,12,4,0,795,2,2,4,1,3,4,1,53,2,2,1,2,1,1,2
0,3,24,2,1,2825,5,4,4,4,3,3,4,34,2,2,2,2,2,2,2
1,3,48,4,1,15672,2,3,2,4,3,2,2,23,2,2,1,2,1,2,2
0,4,36,2,2,6614,2,1,4,4,3,4,2,34,2,2,2,1,1,2,2
0,4,28,1,3,7824,5,2,3,4,2,4,3,40,1,3,2,2,2,2,2
0,1,27,2,1,2442,2,1,4,4,3,4,2,43,3,2,4,1,2,2,2
0,4,15,2,4,1829,2,1,4,4,3,4,2,46,2,2,2,2,1,2,2
0,1,12,2,2,2171,2,3,4,4,3,4,1,38,1,2,2,4,1,1,1
0,3,36,2,3,5800,2,3,3,4,3,4,2,34,2,2,2,2,1,2,2
0,4,18,2,4,1169,5,3,4,4,3,3,1,29,2,2,2,2,1,2,2
0,4,36,3,3,8947,5,4,3,4,3,2,2,31,3,2,1,1,2,2,2
0,1,21,4,4,2606,2,2,4,1,3,4,1,28,2,3,1,1,1,2,2
0,4,12,2,7,1592,1,4,3,1,3,2,1,35,2,2,1,2,1,1,1
0,4,15,4,7,2186,5,4,1,1,3,4,3,33,1,3,1,4,1,1,2
1,1,18,4,7,4153,2,3,2,4,1,3,2,42,2,2,1,2,1,1,2
1,1,16,2,2,2625,2,1,2,4,2,4,1,43,1,3,1,2,1,2,2
0,4,20,2,2,3485,5,2,2,2,3,4,3,44,2,2,2,2,1,2,2
0,4,36,2,3,10477,5,1,2,4,3,4,4,42,2,1,2,2,1,1,2
0,4,15,4,4,1386,5,3,4,3,3,2,3,40,2,3,1,2,1,2,2
0,4,24,4,4,1278,2,1,4,4,3,1,3,36,2,2,1,1,1,2,2
0,1,12,4,4,1107,2,3,2,4,3,2,3,20,2,3,1,1,2,2,2
0,1,21,4,2,3763,5,4,2,4,1,2,3,24,2,2,1,4,1,1,1
0,3,36,4,0,3711,5,3,2,3,3,2,2,27,2,2,1,2,1,1,2
0,4,15,3,3,3594,2,2,1,1,3,2,1,46,2,2,2,4,1,1,2
0,3,9,4,2,3195,5,3,1,1,3,2,3,33,2,2,1,4,1,1,2
0,4,36,3,4,4454,2,3,4,1,3,4,3,34,2,2,2,2,1,1,2
1,3,24,2,7,4736,2,2,2,1,3,4,2,25,1,2,1,4,1,1,2
0,3,30,4,4,2991,5,1,2,1,3,4,2,25,2,2,1,2,1,1,2
0,4,11,4,1,2142,1,1,1,2,3,2,3,28,2,2,1,2,1,2,2
1,1,24,1,1,3161,2,3,4,4,3,2,1,31,2,3,1,2,1,2,2
1,3,48,5,6,18424,2,3,1,1,3,2,1,32,1,2,1,1,1,2,1
0,4,10,4,3,2848,3,3,1,4,1,2,3,32,2,2,1,2,2,1,2
1,1,6,4,2,14896,2,1,1,4,3,4,4,68,1,2,1,1,1,2,2
1,1,24,4,7,2359,3,5,1,2,3,1,1,33,2,2,1,2,1,1,2
1,1,24,4,7,3345,2,1,4,4,3,2,1,39,2,3,1,1,1,2,2
0,4,18,2,7,1817,2,3,4,1,3,2,4,28,2,2,2,2,1,1,2
0,4,48,3,4,12749,4,4,4,4,3,1,2,37,2,2,1,1,1,2,2
1,1,9,4,4,1366,2,2,3,1,3,4,1,22,2,3,1,2,1,1,2
0,3,12,4,2,2002,2,4,3,4,3,4,1,30,2,3,1,2,2,2,2
1,1,24,1,7,6872,2,2,2,2,3,1,1,55,1,2,1,2,1,2,2
1,1,12,1,2,697,2,2,4,4,3,2,2,46,1,2,2,2,1,2,2
0,1,18,2,7,1049,2,2,4,1,3,4,1,21,2,3,1,2,1,1,2
1,1,48,4,3,10297,2,4,4,4,3,4,4,39,3,1,3,2,2,2,2
0,4,30,4,4,1867,5,1,4,4,3,4,2,58,2,2,1,2,1,2,2
0,1,12,3,2,1344,2,3,4,4,3,2,3,43,2,2,2,4,2,1,2
0,1,24,4,7,1747,2,2,4,4,1,1,1,24,2,2,1,4,1,1,1
1,3,9,4,4,1670,2,2,4,1,3,2,2,22,2,2,1,2,1,2,2
0,4,9,2,2,1224,2,3,3,4,3,1,3,30,2,2,2,2,1,1,2
0,4,12,2,4,522,4,1,4,4,3,4,1,42,2,2,2,2,2,2,2
0,1,12,4,4,1498,2,3,4,1,3,1,2,23,1,2,1,2,1,1,2
1,3,30,3,4,1919,3,2,4,4,3,3,4,30,3,2,2,1,1,1,2
1,2,9,4,4,745,2,3,3,1,3,2,3,28,2,2,1,4,1,1,2
0,3,6,4,4,2063,2,2,4,3,3,3,2,30,2,3,1,1,1,2,2
1,3,60,4,0,6288,2,3,4,4,3,4,4,42,2,1,1,2,1,1,2
0,4,24,2,3,6842,5,3,2,4,3,4,1,46,2,2,2,1,2,2,2
0,4,12,4,2,3527,5,2,2,4,3,3,1,45,2,2,1,1,2,2,2
0,4,10,4,2,1546,2,3,3,4,3,2,3,31,2,2,1,4,2,1,1
0,4,24,4,7,929,5,4,4,4,3,2,2,31,3,2,1,2,1,2,2
0,4,4,2,2,1455,2,4,2,4,3,1,3,42,2,2,3,4,2,1,2
0,1,15,4,7,1845,2,2,4,1,2,1,1,46,2,3,1,2,1,1,2
0,3,48,5,2,8358,4,2,1,1,3,1,2,30,2,2,2,2,1,1,2
1,1,24,1,7,3349,4,2,4,4,3,4,4,30,2,1,1,2,2,2,2
0,4,12,4,2,2859,5,5,4,4,3,4,4,38,2,2,1,1,1,2,2
1,4,18,4,7,1533,2,2,4,3,1,1,1,43,2,2,1,4,2,1,2
1,4,24,4,4,3621,3,1,2,4,3,4,2,31,2,2,2,2,1,1,2
0,3,18,2,1,3590,2,5,3,3,3,3,2,40,2,2,3,3,2,2,2
1,1,36,3,1,2145,2,4,2,4,3,1,2,24,2,2,2,2,1,2,2
1,3,24,4,3,4113,4,2,3,1,3,4,2,28,2,3,1,2,1,1,2
1,4,36,4,7,10974,2,5,4,1,3,2,2,26,2,2,2,1,1,2,2
0,1,12,4,2,1893,2,3,4,1,2,4,1,29,2,2,1,2,1,2,2
0,1,24,2,4,1231,1,1,4,1,3,4,1,57,2,3,2,1,1,2,2
0,2,30,2,4,3656,5,1,4,4,3,4,1,49,3,2,2,4,1,1,2
0,3,9,2,4,1154,2,1,2,4,3,4,3,37,2,2,3,4,1,1,2
1,1,28,4,2,4006,2,3,3,4,3,2,2,45,2,2,1,4,1,1,2
